"code","name","high","low","close","volume","change","direction","price","sector","industry","pe_ratio","peg_ratio","eps","divyield","ptb","pts","ebitda","shares","market_cap","52wk_range"
"DE","Deere & Company","361.4","349.4","352.4","952,491","-5.9","","1.66","Capital Goods","Industrial Machinery/Components","22.13","0.91","6.02","1.82","4.95","1.53","4.30B","321.28M","115.13B","250.82 - 400.34"
"DEA","Easterly Government Properties","22.42","21.94","22.37","495,753","0.32","","1.45","","","200.3","N/A","0.1","5.05","1.34","6.53","60.40M","38.29M","844.23M","19.64 - 23.65"
"DECK","Deckers Outdoor Corp","389.9","371.1","381.0","271,245","-8.8","","2.25","","","104.15","3.99","0.7","N/A","2.46","1.23","226.21M","32.00M","12.48B","276.70 - 451.49"
"DEI","Douglas Emmett","33.36","32.09","33.22","899,342","-0.15","","0.45","Consumer Services","Real Estate Investment Trusts","67.93","8.77","0.58","2.34","2.97","8.11","481.47M","162.81M","5.43B","26.45 - 36.97"
"DELL","Dell Technologies Inc","57.49","55.75","56.15","2,459,363","-1.45","","2.52","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","53.01 - 115.00"
"DEN","Denbury Inc","84.45","79.20","81.25","461,158","-2.76","","3.29","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.01 - 91.30"
"DEO","Diageo Plc ADR","210.6","208.7","209.7","140,713","-0.2","","0.11","Consumer Non-Durables","Beverages (Production/Distribution)","24.52","N/A","5.57","3","6.25","5.35","5.13B","628.33M","131.91B","153.67 - 213.12"
"DESP","Despegar.com Corp","9.520","9.070","9.300","277,558","-0.200","","2.11","","","N/A","N/A","0.63","N/A","N/A","N/A","N/A","67.07M","637.18M","7.97 - 17.66"
"DEX","Delaware Enhanced Global Dividend","9.970","9.920","9.940","8,211","-0.020","","0.20","","Business Services","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.40 - 11.14"
"DFIN","Donnelly Financial Solutions Inc","44.45","43.04","43.72","143,055","-0.69","","1.55","","","18.56","5.33","1.14","N/A","4.39","0.73","140.60M","33.70M","1.50B","16.73 - 52.33"
"DFP","Flaherty & Crumrine Dynamic","28.25","27.95","27.99","29,850","-0.16","","0.57","Finance","Life Insurance","N/A","N/A","3.34","N/A","N/A","N/A","N/A","N/A","N/A","27.18 - 31.43"
"DFS","Discover Financial Services","116.5","112.6","113.4","1,376,990","-3.4","","2.93","Finance","Finance: Consumer Services","11.52","1.45","5.8","2.1","2.34","3.46","N/A","372.42M","43.49B","81.27 - 135.69"
"DG","Dollar General Corp","226.9","221.6","226.5","1,316,755","4.1","","1.86","Consumer Services","Department/Specialty Retail Stores","18.86","2.4","4.41","1.23","4.05","1.01","2.44B","273.24M","60.77B","173.50 - 239.35"
"DGX","Quest Diagnostics Inc","164.4","160.1","163.9","929,591","3.8","","2.37","Health Care","Medical Specialities","19.28","2.27","4.96","1.9","2.74","1.7","1.44B","136.39M","21.83B","113.36 - 160.97"
"DHF","Dreyfus High Yield Strategies Fund","3.120","3.070","3.090","204,563","-0.020","","0.64","Finance","Closed-End Fund - Debt","N/A","N/A","0.62","N/A","N/A","N/A","N/A","N/A","N/A","2.93 - 3.77"
"DHI","D.R. Horton","110.5","107.8","108.5","2,756,621","-1.1","","1.04","Capital Goods","Homebuilding","16.6","1.17","2.67","0.9","2.21","1.2","1.64B","374.27M","41.04B","64.32 - 108.87"
"DHR","Danaher Corp","320.3","316.0","318.5","1,789,715","1.0","","0.30","Capital Goods","Industrial Machinery/Components","29.44","2.69","3.13","0.61","2.58","3.64","4.16B","694.74M","220.57B","211.22 - 333.96"
"DHR-A","Danaher Corp [Dhr/Pa]","2,136","2,136","2,136","300","26","","1.23","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1,472.45 - 2,230.24"
"DHR-B","Danaher Corp [Dhr/Pb]","1,702","1,700","1,700","26,300","-5","","0.31","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1,249.07 - 1,790.00"
"DHT","Dht Holdings","5.460","5.340","5.410","983,826","-0.070","","1.28","Transportation","Marine Transportation","N/A","3.7","N/A","2.06","0.59","1.69","154.80M","142.35M","780.05M","5.13 - 7.19"
"DHX","Dice Holdings","6.150","5.790","5.930","178,987","-0.130","","2.15","Miscellaneous","Business Services","N/A","0.8","N/A","N/A","1.02","0.54","39.50M","50.41M","305.47M","1.96 - 6.08"
"DIAX","Nuveen Dow","17.47","17.23","17.30","111,993","-0.06","","0.35","","","N/A","N/A","1.81","N/A","N/A","N/A","N/A","N/A","N/A","14.55 - 17.97"
"DIDI","Didi Global Inc ADR","6.660","6.350","6.450","9,481,280","-0.040","","0.62","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"DIN","Dineequity Inc","78.82","75.71","76.98","92,516","-2.92","","3.65","Miscellaneous","Multi-Sector Companies","10.78","2.81","4.49","8.48","3.43","1.39","234.57M","18.00M","1.44B","56.50 - 100.70"
"DIS","Walt Disney Company","152.5","149.3","150.9","7,725,605","-1.8","","1.17","Consumer Services","Services-Misc. Amusement & Recreation","17.44","2.46","5.64","1.58","3.71","2.74","16.82B","1.54B","235.71B","142.04 - 203.02"
"DK","Delek US Holdings","16.56","15.77","16.30","624,455","-0.38","","2.28","Consumer Durables","Automotive Aftermarket","N/A","N/A","N/A","2.31","1.66","0.46","55.10M","81.54M","1.36B","13.48 - 27.38"
"DKL","Delek Logistics Partners LP","43.74","42.90","43.39","10,321","-0.36","","0.82","","","15.81","0.74","1.9","9.74","N/A","1.44","100.26M","24.36M","1.07B","29.32 - 51.56"
"DKS","Dick's Sporting Goods Inc","113.0","102.6","105.4","4,066,378","-8.4","","7.35","Consumer Services","Other Specialty Stores","9.62","1.07","2.79","2.54","1.49","0.35","751.31M","109.33M","12.44B","51.51 - 147.39"
"DLB","Dolby Laboratories","88.99","87.90","88.99","332,912","0.29","","0.33","Technology","Radio And Television Broadcasting And Communications Equipment","29.35","1.81","1.96","0.97","2.77","5.5","340.22M","102.65M","9.10B","83.10 - 104.74"
"DLN-A","Dynagas Lng Partners LP [Dlng/Pa]","25.22","25.12","25.12","636","-0.27","","1.06","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","21.25 - 26.71"
"DLN-B","Dynagas Lng Partners LP [Dlng/Pb]","24.78","24.68","24.74","3,549","-0.01","","0.04","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","18.50 - 26.00"
"DLNG","Dynagas Lng Partners LP","3.100","2.970","2.990","61,404","0.000","","0.00","","","13.8","16.12","0.95","12.94","1.73","2.98","111.30M","35.52M","106.57M","2.16 - 3.72"
"DLR","Digital Realty Trust","172.4","166.8","171.8","747,838","4.7","","2.80","Consumer Services","Real Estate Investment Trusts","47.34","2.21","2.46","3.19","4.52","8.3","1.22B","162.16M","27.10B","124.65 - 169.97"
"DLR-J","Digital Rlty TR Inc [Dlr/Pj]","25.95","25.88","25.88","5,304","-0.02","","0.08","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.40 - 26.99"
"DLR-K","Digital Rlty TR Inc [Dlr/Pk]","27.62","27.50","27.59","16,539","0.04","","0.15","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26.74 - 28.51"
"DLR-L","Digital Realty Trust Inc 5.20% Prf","26.83","26.66","26.66","15,527","-0.08","","0.30","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.82 - 28.36"
"DLX","Deluxe Corp","32.56","31.45","32.06","121,992","-0.81","","2.46","Consumer Durables","Publishing","15.02","1.84","4.67","1.65","3.7","1.84","453.00M","48.30M","1.59B","24.58 - 48.38"
"DLY","Doubleline Yield Opportunities Fund","18.71","18.24","18.41","538,504","-0.28","","1.50","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","18.16 - 20.26"
"DM","Desktop Metal Inc","5.840","5.420","5.500","4,415,912","-0.300","","5.16","Miscellaneous","Business Services","23.69","1.69","1.36","3.53","1.56","6.13","295.90M","99.38M","577.38M","5.39 - 34.94"
"DMB","Dreyfus Municipal Bond Infrastr","14.47","14.41","14.42","40,058","0.01","","0.07","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","13.64 - 17.07"
"DMO","Western Asset Mortgage Defined Opp","15.70","15.55","15.58","36,006","0.00","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","13.82 - 16.29"
"DMS","Digital Media Solutions Inc","4.220","4.050","4.130","57,726","-0.090","","2.13","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","4.09 - 15.27"
"DMS.W","Digital Media Solutions Inc WT","0.3800","0.3000","0.3300","46,454","-0.0400","","10.81","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.37 - 3.73"
"DMY.E","Dmy Technology Group Inc VI [Dmys.U]","10.80","10.62","10.62","10,275","-0.15","","1.39","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"DMY.U","Dmy Technology Group IV [Dmyq.U]","11.60","10.99","11.60","20,400","1.08","","10.25","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"DMY.W","Dmy Technology Grp Inc IV WT [Dmyq/W]","3.800","3.460","3.600","159,900","0.299","","9.05","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"DMY.Y","Dmy Technology Group Inc VI WT [Dmys/W]","1.590","1.450","1.490","69,801","-0.100","","6.29","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"DMYQ","Dmy Technology Group Inc IV Cl A","10.81","10.02","10.81","2,581,000","0.95","","9.63","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"DMYS","Dmy Technology Group Inc VI Cl A","9.940","9.890","9.910","87,965","-0.010","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"DNA","Ginkgo Bioworks Hldgs Inc","10.75","9.81","10.22","6,783,299","0.15","","1.49","Consumer Durables","Biotechnology","27.24","1.41","3.212","N/A","5.88","6.87","5.66B","1.05B","10.61B","66.80 - 99.14"
"DNA.W","Ginkgo Bioworks Hldgs Inc WT","3.200","2.780","2.900","132,070","-0.030","","1.02","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"DNB","Dun & Bradstreet Holdings Inc","18.80","18.32","18.73","1,372,008","0.39","","2.13","Finance","Finance: Consumer Services","40.26","2.87","2.94","1.7","N/A","2.55","427.70M","36.96M","677.77M","16.61 - 27.85"
"DNMR","Danimer Scientific Inc","12.01","11.03","11.34","1,230,868","-0.83","","6.82","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10.27 - 66.30"
"DNOW","Now Inc","8.700","8.340","8.470","496,452","-0.260","","2.97","","","N/A","N/A","N/A","N/A","1.1","0.56","N/A","107.59M","940.33M","6.16 - 11.98"
"DNP","Duff & Phelps Utilities Income","10.87","10.79","10.84","430,850","-0.02","","0.18","Finance","Closed-End Fund - Equity","N/A","N/A","1.44","N/A","N/A","N/A","N/A","N/A","N/A","9.75 - 10.98"
"DNZ","D and Z Media Acquisition Corp Cl A","9.750","9.740","9.740","43,307","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"DNZ.U","D and Z Media Acquisition Corp Units","9.940","9.940","9.940","100","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"DNZ.W","D and Z Media Acquisition Corp WT","0.6500","0.6300","0.6390","29,200","-0.0213","","3.23","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"DOC","Physicians Realty Trust","18.33","18.03","18.31","1,192,608","0.11","","0.60","","","74.83","6.86","0.23","5.16","1.31","9.2","195.49M","157.62M","2.87B","16.57 - 19.59"
"DOCN","Digitalocean Holdings Inc","84.40","78.16","80.48","2,813,536","-3.74","","4.44","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"DOCS","Doximity Inc Cl A","56.19","53.16","55.88","1,466,027","1.94","","3.60","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"DOLE","Dole Plc","13.62","13.22","13.55","395,362","0.33","","2.50","Consumer Non-Durables","Farming/Seeds/Milling","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.25 - 13.96"
"DOM.W","Doma Holdings Inc WT [Doma.W]","1.0100","0.9600","0.9600","4,510","-0.0800","","7.62","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"DOMA","Doma Holdings Inc","5.350","5.030","5.110","554,046","-0.230","","4.30","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"DOOR","Masonite Worldwide Holdings","117.0","114.0","115.9","101,532","-1.8","","1.53","","","21.15","0.4","3.18","N/A","2.95","1.01","225.38M","29.55M","3.48B","92.76 - 132.22"
"DOV","Dover Corp","172.7","170.3","172.1","304,201","0.8","","0.45","Technology","Industrial Machinery/Components","24","1.48","4","1.95","3.69","2.06","1.22B","155.73M","26.69B","115.88 - 178.32"
"DOW","Dow Inc","54.65","53.06","53.53","3,989,284","-1.15","","2.10","Basic Industries","Major Chemicals","28.54","N/A","2.34","2.76","2.87","1.55","9.27B","1.22B","66.90B","51.33 - 71.38"
"DPG","Duff & Phelps Global Utility","14.37","14.05","14.05","115,651","-0.33","","2.29","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","11.20 - 15.41"
"DPZ","Domino's Pizza Inc","540.3","530.5","540.3","299,685","5.9","","1.10","Consumer Non-Durables","Food Distributors","35.16","1.67","5.25","1.01","N/A","2.99","528.63M","43.75M","23.38B","319.71 - 549.51"
"DQ","Daqo New Energy ADR","45.43","42.82","43.98","976,603","0.49","","1.13","Technology","Semiconductors","7.67","0.87","4.79","N/A","1.19","1.44","116.94M","10.53M","457.91M","40.98 - 130.33"
"DRD","Drdgold Ltd ADR","8.450","8.150","8.270","233,973","-0.170","","2.01","","","138.4","N/A","0.03","3.62","1.4","0.78","12.79M","42.21M","356.21M","7.88 - 13.29"
"DRE","Duke Realty Corp","63.03","61.43","63.02","910,030","1.43","","2.32","Consumer Services","Real Estate Investment Trusts","7.05","1.29","4.06","2.64","2.21","11.03","508.55M","355.70M","21.91B","37.61 - 62.08"
"DRH","Diamondrock Hospitality Company","9.250","8.850","8.900","988,161","-0.380","","4.09","Consumer Services","Real Estate Investment Trusts","22.06","N/A","0.49","4.59","1.19","2.52","242.01M","200.00M","1.86B","7.76 - 11.49"
"DRH-A","Diamondrock Hospitality Company 8.250%","27.60","26.91","27.07","7,195","-0.53","","1.92","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26.01 - 30.00"
"DRI","Darden Restaurants","152.0","146.5","148.6","905,513","-3.3","","2.14","Consumer Services","Restaurants","21.58","1.61","3.86","3.04","4.97","1.39","975.90M","123.72M","18.78B","110.75 - 164.28"
"DRQ","Dril-Quip","19.98","19.17","19.73","330,630","-0.36","","1.79","Energy","Metal Fabrications","77.14","N/A","0.54","N/A","1.07","3.09","59.69M","37.83M","760.03M","18.17 - 40.62"
"DS","Drive Shack Inc","1.570","1.430","1.510","2,354,401","-0.050","","3.21","","","N/A","1.43","N/A","12.97","1.8","0.85","8.22M","66.93M","104.42M","1.52 - 4.02"
"DS-B","Drive Shack Inc [Ds/Pb]","25.51","25.16","25.16","2,592","-0.06","","0.24","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","15.41 - 26.66"
"DS-C","Drive Shack Inc [Ds/Pc]","25.11","25.11","25.11","100","0.41","","1.66","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","14.29 - 26.43"
"DS-D","Drive Shack Inc [Ds/Pd]","25.20","24.83","25.20","1,420","0.20","","0.80","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","14.10 - 26.93"
"DSA.U","Direct Selling Acquisition Corp [Dsaq.U]","10.20","10.20","10.20","100","0.00","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"DSA.W","Direct Selling Acquisition Corp WT","0.5000","0.5000","0.5000","93,225","0.0000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"DSAQ","Direct Selling Acquisition Corp Cl A","9.970","9.970","9.970","3,004","0.030","","0.30","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"DSL","Doubleline Income Solutions Fund","17.18","16.83","16.84","349,931","-0.26","","1.52","Finance","Savings & Loans","N/A","N/A","N/A","8.67","N/A","N/A","N/A","N/A","N/A","16.17 - 18.55"
"DSM","Dreyfus Strategic Muni Bond Fund","8.420","8.300","8.400","123,748","0.120","","1.45","Finance","Closed-End Fund - Debt","N/A","N/A","0.1","N/A","N/A","N/A","N/A","N/A","N/A","7.58 - 8.59"
"DSU","Blackrock Debt Strategies Fund","11.74","11.65","11.67","82,768","-0.03","","0.26","Finance","Closed-End Fund - Debt","N/A","N/A","2.07","N/A","N/A","N/A","N/A","N/A","N/A","10.07 - 12.50"
"DSX","Diana Shipping Inc","4.000","3.780","3.810","550,603","-0.190","","4.75","Transportation","Marine Transportation","N/A","N/A","N/A","N/A","0.35","3.09","N/A","96.69M","386.77M","1.77 - 6.36"
"DSX-B","Diana Shipping Inc [Dsx/Pb]","26.21","26.18","26.18","1,465","0.13","","0.50","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.24 - 26.89"
"DT","Dynatrace Inc","61.95","59.31","60.21","1,407,940","-1.53","","2.48","Technology","Wireless Communications","18.78","2.89","0.638","8.78","1.08","0.64","24.47B","4.26B","263.12B","38.00 - 80.13"
"DTB","Dte Energy Company 2020 Series G 4.375%","25.60","25.48","25.49","11,965","-0.02","","0.08","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.34 - 27.31"
"DTC","Solo Brands Inc Cl A","16.79","15.20","15.68","311,241","-0.73","","4.45","Consumer Services","Real Estate Investment Trusts","N/A","N/A","N/A","1.52","N/A","N/A","N/A","230.18K","3.78M","0.00 - 0.00"
"DTE","Dte Energy Company","117.8","115.6","117.6","619,175","1.4","","1.19","Public Utilities","Electric Utilities: Central","19.08","4.09","5.81","3","2.17","1.66","2.50B","179.37M","20.85B","108.22 - 145.43"
"DTF","Duff & Phelps Utilities Tax-Free Income","14.36","14.30","14.34","15,343","0.01","","0.07","Finance","Closed-End Fund - Debt","N/A","N/A","0.88","N/A","N/A","N/A","N/A","N/A","N/A","14.10 - 15.10"
"DTG","Dte Energy Company 2021 Sr E","25.32","25.21","25.22","57,694","-0.03","","0.12","Consumer Services","Rental/Leasing Companies","14.6","1.02","5.994","N/A","3.3","1.57","379.60M","28.06M","708.52M","67.32 - 87.70"
"DTL.P","Brookfield Dtla Fd Office TR I [Dtla/P]","11.39","9.99","11.00","6,842","0.80","","7.84","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","11.01 - 16.63"
"DTM","Dt Midstream Inc","47.51","46.06","46.87","257,329","-0.18","","0.38","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"DTP","Dte Energy Co. Units","50.99","50.53","50.70","6,184","0.15","","0.30","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","45.37 - 52.78"
"DTW","Dte Energy Company 2017 Series E 5.25%","25.73","25.64","25.73","5,854","0.07","","0.27","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.36 - 27.49"
"DTY","Dignity Plc","25.00","24.99","25.00","3,002","0.01","","0.04","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.97 - 26.99"
"DUK","Duke Energy Corp","103.6","101.5","103.4","2,471,753","1.9","","1.90","Public Utilities","Power Generation","26.05","5.89","3.38","4.08","1.48","2.65","10.44B","699.94M","71.05B","85.56 - 108.38"
"DUK-A","Duke Energy Corp [Duk/Pa]","26.75","26.55","26.71","88,692","0.06","","0.23","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26.40 - 28.84"
"DUKB","Duke Energy Corp 5.625%","26.48","26.42","26.46","8,283","0.03","","0.11","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26.26 - 28.84"
"DV","Doubleverify Holdings Inc","33.01","31.15","31.54","792,449","0.15","","0.48","Consumer Services","Other Consumer Services","N/A","N/A","1.08","0.98","N/A","N/A","N/A","N/A","N/A","16.23 - 40.70"
"DVA","Davita Healthcare Partners Inc","106.5","105.4","106.1","650,048","0.3","","0.29","Health Care","Hospital/Nursing Management","9.43","1.37","6.57","N/A","2.31","0.78","2.45B","191.15M","20.23B","94.38 - 136.48"
"DVD","Dover Downs Entertainment","3.610","3.600","3.600","30,239","0.000","","0.00","Consumer Services","Services-Misc. Amusement & Recreation","18.57","N/A","0.1","4","1.3","1.6","10.46M","36.89M","132.81M","1.89 - 3.61"
"DVN","Devon Energy Corp","43.00","41.17","41.49","6,895,425","-1.93","","4.44","Energy","Oil & Gas Production","8.12","N/A","4.42","0.69","2.66","1.52","3.49B","525.64M","22.82B","14.34 - 45.56"
"DWI.U","Delwinds Insurance Acquisition Corp","10.18","10.16","10.18","2,600","-0.02","","0.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.89 - 11.40"
"DWI.W","Delwinds Insurance Acquisition [Dwin/W]","0.7000","0.6401","0.6998","5,200","-0.0001","","0.01","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"DWIN","Delwinds Insurance Acquisition Corp Cl A","9.880","9.860","9.870","8,400","-0.010","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"DX","Dynex Capital","17.07","16.77","16.99","719,132","-0.09","","0.53","Consumer Services","Real Estate Investment Trusts","4.62","N/A","1.54","10.21","0.94","3.29","N/A","49.23M","840.91M","16.45 - 20.51"
"DX-C","Dynex Capital Inc","26.08","25.97","26.01","3,051","0.09","","0.35","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","23.70 - 26.40"
