"code","name","high","low","close","volume","change_absolute","direction","change_percent","sector","industry","pe_ratio","peg_ratio","eps","divyield","ptb","pts","ebitda","shares","market_cap","52wk_range"
"COR.U","Corsair Partnering Corp [Cors.U]","10.13","10.03","10.10","27,000","0.12","","1.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"COR.W","Corsair Partnering Corp WT [Cors/W]","1.1900","1.0000","1.0000","42,700","-0.0100","","0.99","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"CORR","Corenergy Infrastructure Trust Inc","3.440","3.208","3.340","226,200","-0.020","","0.60","","","14.71","8.05","2.42","8.52","1.22","4.72","71.15M","11.90M","42.73M","3.68 - 11.04"
"CORS","Corsair Partnering Corporation Cl A","9.800","9.750","9.750","2,700","-0.060","","0.61","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"COTY","Coty Inc","9.990","9.670","9.820","6,173,200","0.160","","1.66","","","N/A","1.27","N/A","3.35","1.22","1.49","1.03B","748.49M","7.60B","6.20 - 11.12"
"COUR","Coursera Inc","26.10","25.05","25.41","1,472,200","-0.30","","1.17","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"CP","Canadian Pacific Railway","73.17","69.62","72.80","8,928,300","2.04","","2.88","Transportation","Railroads","17.22","2.54","10.12","1.04","5.54","4.76","2.76B","145.50M","10.56B","64.37 - 404.43"
"CPA","Copa Holdings S.A.","75.62","73.68","73.88","737,200","-1.00","","1.34","Transportation","Air Freight/Delivery Services","15.79","0.15","7.76","2.39","2.71","2.25","518.91M","42.43M","3.28B","64.66 - 94.91"
"CPAC","Cementos Pacasmayo S.A.A ADR","6.010","5.810","5.810","6,600","-0.150","","2.52","","","N/A","1","0.47","N/A","N/A","N/A","N/A","85.71M","520.29M","5.11 - 9.02"
"CPB","Campbell Soup Company","44.10","42.98","43.07","4,112,200","-0.59","","1.35","Consumer Non-Durables","Packaged Foods","16.65","4.82","2.89","2.95","8.74","1.81","2.00B","300.44M","12.96B","39.76 - 53.77"
"CPE","Callon Petroleum Company","49.13","46.52","47.23","1,287,500","-1.51","","3.10","Energy","Oil & Gas Production","20.17","0.3","0.52","N/A","1.14","7.66","213.75M","202.08M","10.53B","12.22 - 65.45"
"CPF","Central Pacific Financial Company","27.53","26.83","26.97","218,400","0.11","","0.41","Finance","Major Banks","20.1","2.48","1.57","2.2","1.89","4.73","N/A","30.44M","835.55M","17.52 - 29.15"
"CPG","Crescent Pt Energy","4.930","4.690","4.710","10,087,400","-0.320","","6.36","","","N/A","N/A","N/A","4.11","0.48","1.81","1.31B","545.21M","2.88B","2.16 - 5.48"
"CPK","Chesapeake Utilities Corp","138.2","136.0","136.4","90,300","-0.1","","0.08","Public Utilities","Oil & Gas Production","31.69","3.47","2.57","1.62","2.84","2.34","122.80M","16.32M","2.20B","99.64 - 140.47"
"CPLG","Corepoint Lodging Inc","15.49","15.43","15.45","739,700","-0.01","","0.06","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","6.05 - 18.15"
"CPNG","Coupang Inc Cl A","27.78","26.65","27.36","6,575,900","0.12","","0.44","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"CPRI","Capri Holdings Ltd","64.77","62.51","63.07","1,680,700","0.58","","0.93","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","37.95 - 69.26"
"CPS","Cooper Std Holdings Inc","23.64","20.32","21.21","287,800","-2.89","","11.99","Consumer Services","Business Services","14.14","2.25","7.94","N/A","2.58","0.58","431.14M","17.73M","460.32M","20.40 - 47.85"
"CPS.U","Capstar Special Acquisition Corp","10.42","10.42","10.42","100","0.00","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.96 - 11.79"
"CPS.W","Capstar Special Acquisition Corp","0.9201","0.8501","0.9000","2,400","-0.0501","","5.27","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.60 - 1.96"
"CPSR","Capstar Special Acquisition Corp Cl A","9.940","9.920","9.920","347,600","-0.020","","0.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.60 - 10.88"
"CPT","Camden Property Trust","175.9","172.0","173.5","630,700","-2.3","","1.30","Consumer Services","Real Estate Investment Trusts","20.41","8.72","4.47","3.31","2.68","8.84","506.29M","87.67M","15.23B","94.59 - 174.74"
"CPT.U","Crown Proptech Acquisitions [Cptk.U]","10.06","10.05","10.05","1,100","0.00","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"CPT.W","Crown Proptech Acquisitions WT [Cptk/W]","0.7000","0.6801","0.6801","7,400","-0.0699","","9.32","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"CPTK","Crown Proptech Acquisitions Cl A","9.870","9.820","9.870","1,403,100","0.010","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"CPU.U","Compute Health Acquisition Corp [Cpuh.U]","10.040","10.000","10.000","314,900","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"CPU.W","Compute Health Acquisition Corp WT","0.9500","0.9200","0.9300","91,800","-0.0224","","2.35","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"CPUH","Compute Health Acquisition Corp Cl A","9.791","9.760","9.780","111,100","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"CR","Crane Company","100.64","98.76","99.38","279,100","-0.63","","0.63","Capital Goods","Metal Fabrications","38.87","2.03","2.19","1.58","3.89","1.86","482.00M","59.65M","6.17B","72.47 - 108.67"
"CRC","California Resources Corp","43.18","41.61","42.25","736,300","-0.47","","1.10","","","0.91","0.14","11.11","N/A","N/A","0.2","950.00M","42.77M","1.91B","18.30 - 47.18"
"CRD.A","Crawford Co. Cl A","7.520","7.355","7.360","78,000","-0.160","","2.13","Finance","Specialty Insurers","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","7.08 - 11.06"
"CRD.B","Crawford Co. Cl B","7.470","7.380","7.410","12,800","-0.060","","0.80","Finance","Specialty Insurers","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","6.87 - 10.67"
"CRGY","Crescent Energy Company Cl A","14.78","14.12","14.50","358,900","-0.43","","2.88","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"CRH","CRH Plc ADR","50.96","50.02","50.10","386,100","0.36","","0.72","Capital Goods","Building Materials","19.75","N/A","1.9","1.94","1.94","0.95","3.80B","834.49M","42.07B","39.10 - 53.99"
"CRH.U","Cohn Robbins Holdings Corp WT [Crhc.U]","10.30","10.22","10.24","700","-0.13","","1.30","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.95 - 12.39"
"CRH.W","Cohn Robbins Holdings Corp [Crhc/W]","1.230","1.100","1.150","171,600","-0.050","","4.17","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.83 - 2.90"
"CRHC","Cohn Robbins Holdings Corp Cl A","9.920","9.850","9.860","965,500","-0.060","","0.60","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.65 - 11.46"
"CRI","Carter's Inc","106.0","102.3","103.5","696,000","-0.7","","0.67","Consumer Non-Durables","Apparel","19.18","1.92","5.1","1.51","6.26","1.44","494.84M","47.86M","5.09B","80.50 - 116.92"
"CRK","Comstock Resources","8.560","8.150","8.260","2,775,300","-0.010","","0.12","Energy","Oil & Gas Production","N/A","N/A","N/A","N/A","N/A","0.34","166.92M","15.48M","132.95M","4.24 - 11.34"
"CRL","Charles River Laboratories Intl","358.1","347.7","353.6","402,000","-7.5","","2.07","Health Care","Biotechnology: Commercial Physical & Biological Resarch","30.93","2.13","3.8","N/A","5.83","3.11","435.89M","47.62M","17.04B","233.78 - 460.21"
"CRM","Salesforce.com Inc","262.2","253.3","255.6","7,218,500","-10.2","","3.83","Technology","Computer Software: Prepackaged Software","N/A","2.6","N/A","N/A","8.51","7.66","464.08M","718.67M","191.19B","201.51 - 311.75"
"CRS","Carpenter Technology Corp","30.25","28.82","29.29","377,800","0.05","","0.17","Basic Industries","Steel/Iron Ore","50.8","0.91","0.99","1.43","1.96","1.31","213.50M","46.73M","1.38B","26.84 - 49.20"
"CRT","Cross Timbers Royalty Trust","10.85","10.52","10.63","19,200","-0.16","","1.48","Energy","Oil & Gas Production","14.7985","N/A","1.019","6.93","9.3428","13.44","N/A","6.00M","65.82M","7.41 - 15.50"
"CRU","Crucible Acquisition Corp Cl A","9.760","9.720","9.740","37,800","0.000","","0.00","Transportation","Marine Transportation","N/A","N/A","N/A","7.93","0.58","3.02","15.30M","16.01M","156.08M","5.93 - 18.40"
"CRU.U","Crucible Acquisition Corp","9.990","9.980","9.980","3,600","-0.020","","0.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.70 - 14.39"
"CRU.W","Crucible Acquisition Corp WT","0.7900","0.7600","0.7611","19,500","-0.0088","","1.14","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"CRY","Cryolife","18.67","18.20","18.37","157,100","0.06","","0.33","Health Care","Medical/Dental Instruments","60.61","1.59","0.33","N/A","3.05","3.65","23.56M","33.45M","616.41M","16.95 - 32.34"
"CS","Credit Suisse Group ADR","9.525","9.380","9.390","5,309,600","0.030","","0.32","Finance","Investment Bankers/Brokers/Service","N/A","N/A","N/A","4.41","0.89","1.83","N/A","2.55B","24.33B","9.29 - 14.95"
"CSAN","Cosan Sa Spon ADR WI","16.00","15.53","15.61","94,800","0.01","","0.06","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"CSL","Carlisle Companies Inc","239.8","232.7","234.5","454,700","-5.8","","2.41","Basic Industries","Specialty Chemicals","31.43","1.4","3.54","1.33","2.83","1.84","723.50M","63.14M","15.22B","143.52 - 244.80"
"CSLT","Castlight Health Inc","1.530","1.410","1.440","592,100","-0.050","","3.36","","","N/A","N/A","N/A","N/A","2.89","4.74","N/A","131.69M","192.26M","1.18 - 2.71"
"CSPR","Casper Sleep Inc","6.480","6.280","6.290","1,103,800","-0.120","","1.87","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3.18 - 12.00"
"CSR","Centerspace","107.1","102.6","104.3","129,600","-2.8","","2.61","Consumer Durables","Telecommunications Equipment","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","66.91 - 111.73"
"CSR-C","Centerspace Prf","25.74","25.43","25.50","1,800","-0.27","","1.05","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.22 - 28.18"
"CST.U","Constellation Acquisition Corp [Csta.U]","9.960","9.960","9.960","100","-0.010","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"CST.W","Constellation Acquisition Corp WT","0.7000","0.6200","0.6700","16,700","-0.0300","","4.29","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"CSTA","Constellation Acquisition Corp I Cl A","9.790","9.760","9.790","14,900","0.010","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"CSTM","Constellium N.V.","17.46","16.80","16.87","348,700","-0.22","","1.29","","","45.51","0.07","0.27","N/A","N/A","0.2","498.70M","105.35M","1.83B","11.92 - 21.60"
"CSV","Carriage Services","57.54","55.52","55.63","268,900","-0.53","","0.94","Consumer Services","Other Consumer Services","21.66","1.22","1.18","1.16","2.31","1.7","72.65M","16.72M","940.17M","28.78 - 58.33"
"CTA-A","Du Pont E.I. DE Nemours & Co. [Cta/Pa]","93.75","93.41","93.60","400","-0.35","","0.37","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","85.25 - 97.49"
"CTA-B","Du Pont E.I. DE Nemours & Co. [Cta/Pb]","110.1","110.1","110.1","200","-0.9","","0.80","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","101.12 - 117.75"
"CTBB","Qwest Corp","25.33","25.21","25.21","16,500","-0.17","","0.67","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","39.10M","987.28M","25.10 - 26.00"
"CTDD","Qwest Corp 6.75% Notes Due 2057","25.58","25.51","25.51","28,800","-0.07","","0.27","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26.40M","682.97M","25.54 - 26.87"
"CTK","Cootek Cayman Inc ADR","0.5624","0.5200","0.5390","488,900","-0.0408","","7.04","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.52 - 7.20"
"CTLT","Catalent Inc","123.8","120.5","122.4","716,600","-2.5","","2.00","","","49.45","3.08","0.87","N/A","7.36","2.57","407.50M","125.29M","15.33B","93.52 - 142.64"
"CTO","Consolidated-Tomoka Land Company","55.98","55.18","55.47","37,800","0.15","","0.27","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"CTO-A","Cto Realty Growth Inc","25.88","25.80","25.88","4,500","-0.11","","0.42","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"CTO.W","Custom Truck One Source WT [Ctos/W]","2.500","2.350","2.460","65,900","-0.040","","1.60","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"CTOS","Custom Truck One Source","7.650","7.310","7.390","293,600","-0.240","","3.15","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"CTR","Clearbridge Energy MLP Fund IN","22.98","22.43","22.51","21,100","-0.16","","0.71","Consumer Services","Apparel Stores","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","14.18 - 28.51"
"CTRA","Coterra Energy Inc","20.59","20.03","20.09","7,556,900","-0.37","","1.81","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1.93 - 14.37"
"CTS","Cts Corp","35.19","34.35","34.51","134,200","-0.05","","0.14","Capital Goods","Electrical Products","29.42","2.08","0.91","0.61","2.57","2.12","76.03M","32.93M","1.16B","28.72 - 39.49"
"CTT","Catchmark Timber Trust Inc","7.482","7.185","7.210","642,400","-0.200","","2.70","","","N/A","N/A","N/A","4.33","1.32","5.47","25.93M","38.82M","296.22M","7.52 - 12.78"
"CTV","Innovid Corp","8.350","8.140","8.190","8,500","-0.010","","0.12","Technology","Radio And Television Broadcasting And Communications Equipment","N/A","N/A","1.1","N/A","N/A","N/A","N/A","N/A","N/A","13.46 - 26.38"
"CTV.W","Innovid Corp. WT","1.320","1.200","1.300","39,500","0.035","","2.77","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"CTVA","Corteva Inc","47.03","46.13","46.31","2,425,000","-0.32","","0.69","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","36.54 - 49.98"
"CUB-E","Customers Bancorp Inc [Cubi/Pe]","25.33","25.33","25.33","600","0.04","","0.17","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.46 - 26.00"
"CUB-F","Customers Bancorp Inc [Cubi/Pf]","25.20","25.20","25.20","500","0.06","","0.26","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.45 - 25.99"
"CUBB","Customers Bancorp Inc 5.375%","26.95","26.95","26.95","300","-0.45","","1.64","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.66 - 29.59"
"CUBE","Cubesmart","55.14","53.40","54.15","2,686,700","-0.79","","1.44","","","46.32","6.23","0.58","4.19","2.88","8.71","325.07M","180.09M","9.78B","31.44 - 56.64"
"CUBI","Customers Bancorp","58.78","55.65","58.21","584,800","2.52","","4.53","","","11.69","N/A","2.44","N/A","1.27","3.05","N/A","30.73M","1.77B","17.32 - 61.48"
"CUK","Carnival Plc ADR","17.24","16.47","16.66","2,935,400","-0.14","","0.83","Consumer Services","Marine Transportation","18.3","N/A","3.68","2.69","1.99","2.81","5.09B","721.06M","12.78B","15.16 - 27.31"
"CULP","Culp Inc","9.780","9.120","9.120","62,600","-0.590","","6.08","","","17.95","N/A","1.75","1.01","N/A","N/A","N/A","12.44M","121.92M","9.89 - 17.88"
"CURO","Curo Group Holdings Corp","15.83","15.21","15.43","243,600","-0.08","","0.52","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","7.67 - 20.81"
"CURV","Torrid Holdings Inc","12.10","11.14","11.20","1,365,800","-0.22","","1.93","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"CUZ","Cousins Properties Inc","39.46","38.69","38.82","711,600","-0.35","","0.89","Consumer Services","Real Estate Investment Trusts","14.75","N/A","0.62","2.64","1.38","9.44","231.38M","420.02M","16.54B","31.01 - 40.66"
"CVA","Covanta Holding Corp","20.26","20.23","20.26","6,694,700","0.02","","0.10","Basic Industries","Electric Utilities: Central","N/A","N/A","N/A","6.56","5.73","1.16","296.00M","129.78M","2.63B","12.23 - 20.25"
"CVE","Cenovus Energy Inc","11.95","11.70","11.77","10,136,800","-0.14","","1.18","Energy","Oil & Gas Production","3.94","0.45","2.45","1.71","0.71","0.94","1.83B","1.23B","15.16B","5.47 - 13.48"
"CVE.W","Cenovus Energy Inc WT","7.340","7.111","7.111","3,400","-0.224","","3.05","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","2.65 - 8.60"
"CVEO","Civeo Corp","19.79","19.27","19.51","24,000","-0.38","","1.91","","","N/A","N/A","N/A","N/A","0.5","0.7","72.64M","132.25M","2.84B","13.09 - 25.28"
"CVI","Cvr Energy Inc","15.99","15.23","15.40","399,400","-0.25","","1.60","Energy","Integrated oil Companies","99.64","N/A","0.27","7.42","2.99","0.42","313.00M","86.81M","1.40B","11.22 - 27.02"
"CVI.U","Churchill Capital Vii [Cvii.U]","9.985","9.900","9.980","21,400","-0.020","","0.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"CVI.W","Churchill Capital Vii WT [Cvii/W]","1.059","0.981","1.010","90,600","0.060","","6.32","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"CVII","Churchill Capital Corp Vii Cl A","9.800","9.780","9.790","923,100","-0.020","","0.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"CVNA","Carvana Co. Cl A","260.0","240.3","241.0","4,421,600","-23.0","","8.72","","","N/A","N/A","N/A","N/A","6.29","0.34","N/A","15.52M","4.20B","219.40 - 376.83"
"CVS","CVS Corp","100.97","98.63","98.78","6,282,100","-0.12","","0.12","Health Care","Medical/Nursing Services","13.74","1.39","5.02","2.63","2.18","0.41","12.65B","1.02B","100.49B","67.06 - 97.77"
"CVX","Chevron Corp","116.9","115.5","116.2","12,176,600","0.3","","0.29","Energy","Integrated oil Companies","36.82","0.57","3.08","3.65","1.54","1.92","19.04B","1.90B","224.26B","83.53 - 119.26"
"CW","Curtiss-Wright Corp","135.2","132.1","132.6","204,900","0.1","","0.05","Technology","Industrial Machinery/Components","26.31","2.7","4.41","0.52","3.64","2.35","414.23M","44.15M","5.91B","103.55 - 136.97"
"CWAN","Clearwater Analytics Holdings Inc Cl A","21.10","20.11","20.62","639,800","-0.34","","1.62","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"CWE.A","Clearway Energy Inc [Cwen.A]","32.93","32.19","32.32","116,100","-0.76","","2.30","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","23.21 - 36.56"
"CWEN","Clearway Energy Inc Cl C","35.64","34.63","34.89","1,046,800","-0.76","","2.13","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.93 - 39.75"
"CWH","Camping World Holdings Inc","39.52","38.16","38.23","1,107,300","-0.29","","0.75","Consumer Services","Real Estate Investment Trusts","N/A","1.89","N/A","0.79","6.79","0.31","359.76M","29.33M","1.16B","25.69 - 49.20"
"CWK","Cushman & Wakefield Plc","20.68","19.91","20.01","1,824,000","-0.46","","2.25","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","13.89 - 20.67"
"CWT","California Water Service Group Holding","69.67","68.05","68.39","376,600","-0.76","","1.10","Public Utilities","Water Supply","35.87","3.31","1.2","1.67","3.09","3.25","183.94M","48.08M","3.25B","51.00 - 68.40"
"CX","Cemex S.A.B. DE C.V. ADR","6.140","5.920","6.110","10,048,200","0.130","","2.17","Capital Goods","Building Materials","10.66","7.81","0.77","N/A","1.29","0.84","2.82B","1.50B","9.04B","4.96 - 9.09"
"CXE","Colonial High Income Muni Trust","5.080","5.010","5.020","91,000","-0.040","","0.79","Finance","Closed-End Fund - Debt","N/A","N/A","0.11","N/A","N/A","N/A","N/A","N/A","N/A","4.84 - 5.53"
"CXH","Colonial Investment Grade Muni Trust","9.950","9.820","9.860","16,600","-0.100","","1.00","Finance","Closed-End Fund - Debt","N/A","N/A","0.04","N/A","N/A","N/A","N/A","N/A","N/A","9.52 - 10.74"
"CXM","Sprinklr Inc Cl A","15.31","14.56","14.65","6,660,000","-1.17","","7.40","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"CXP","Columbia Property Trust Inc","19.29","19.25","19.28","4,070,200","0.02","","0.10","Building Cement - Concrete - Aggregate","","18.82","N/A","1.14","3.82","1.01","6.75","171.48M","121.21M","2.34B","13.22 - 19.49"
"CXW","Corecivic Inc","9.720","9.191","9.690","804,300","0.370","","3.97","Consumer Services","Diversified Commercial Services","13.88","1.36","1.8","6.73","2","1.61","452.80M","118.24M","1.14B","5.92 - 12.35"
"CYD","China Yuchai International","11.45","11.25","11.38","21,800","0.06","","0.53","Energy","Industrial Machinery/Components","8.95","N/A","2.57","3.84","0.81","0.41","252.29M","40.71M","478.37M","11.55 - 19.59"
"CYH","Community Health Systems","13.49","12.99","13.09","1,473,100","-0.14","","1.06","Health Care","Hospital/Nursing Management","N/A","N/A","N/A","N/A","0.5","0.04","1.78B","111.94M","1.42B","7.01 - 17.04"
"CZO.W","Cazoo Group Ltd WT [Czoo.W]","1.150","1.110","1.140","23,700","-0.020","","1.72","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
