"","code","name","high","low","close","volume","change","direction","price","sector","industry","pe_ratio","peg_ratio","eps","divyield","ptb","pts","ebitda","shares","market_cap","52wk_range"
"831","CPA","Copa Holdings S.A.","77.92","75.71","77.27","625,898","1.01","","1.32","Transportation","Air Freight/Delivery Services","15.79","0.15","7.76","2.39","2.71","2.25","518.91M","42.43M","3.28B","64.66 - 94.91"
"832","CPAC","Cementos Pacasmayo S.A.A ADR","6.360","5.950","6.070","3,669","0.065","","1.08","","","N/A","1","0.47","N/A","N/A","N/A","N/A","85.71M","520.29M","5.11 - 9.02"
"833","CPB","Campbell Soup Company","43.26","42.36","43.15","2,728,328","0.97","","2.30","Consumer Non-Durables","Packaged Foods","16.65","4.82","2.89","2.95","8.74","1.81","2.00B","300.44M","12.96B","39.76 - 53.77"
"834","CPE","Callon Petroleum Company","52.88","49.54","52.12","1,502,023","1.30","","2.56","Energy","Oil & Gas Production","20.17","0.3","0.52","N/A","1.14","7.66","213.75M","202.08M","10.53B","12.22 - 65.45"
"835","CPF","Central Pacific Financial Company","27.62","27.03","27.45","108,177","0.14","","0.51","Finance","Major Banks","20.1","2.48","1.57","2.2","1.89","4.73","N/A","30.44M","835.55M","17.52 - 29.15"
"836","CPG","Crescent Pt Energy","5.420","5.180","5.290","4,448,435","0.000","","0.00","","","N/A","N/A","N/A","4.11","0.48","1.81","1.31B","545.21M","2.88B","2.16 - 5.48"
"837","CPK","Chesapeake Utilities Corp","136.4","134.5","135.1","48,589","0.3","","0.19","Public Utilities","Oil & Gas Production","31.69","3.47","2.57","1.62","2.84","2.34","122.80M","16.32M","2.20B","99.64 - 140.47"
"838","CPLG","Corepoint Lodging Inc","15.56","15.48","15.52","645,392","0.01","","0.06","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","6.05 - 18.15"
"839","CPNG","Coupang Inc Cl A","27.36","26.55","26.76","4,801,190","-0.76","","2.76","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"840","CPRI","Capri Holdings Ltd","66.38","64.50","65.58","833,962","-0.43","","0.65","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","37.95 - 69.26"
"841","CPS","Cooper Std Holdings Inc","26.94","25.10","25.97","65,794","0.02","","0.08","Consumer Services","Business Services","14.14","2.25","7.94","N/A","2.58","0.58","431.14M","17.73M","460.32M","20.40 - 47.85"
"842","CPS.U","Capstar Special Acquisition Corp","10.43","10.42","10.42","600","-0.04","","0.33","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.96 - 11.79"
"843","CPS.W","Capstar Special Acquisition Corp","0.9801","0.9801","0.9801","3,999","-0.0001","","0.01","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.60 - 1.96"
"844","CPSR","Capstar Special Acquisition Corp Cl A","9.940","9.930","9.940","101,013","0.010","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.60 - 10.88"
"845","CPT","Camden Property Trust","174.6","171.2","173.7","604,597","2.1","","1.19","Consumer Services","Real Estate Investment Trusts","20.41","8.72","4.47","3.31","2.68","8.84","506.29M","87.67M","15.23B","94.59 - 174.74"
"846","CPT.U","Crown Proptech Acquisitions [Cptk.U]","10.07","10.04","10.05","9,029","0.07","","0.68","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"847","CPT.W","Crown Proptech Acquisitions WT [Cptk/W]","0.7800","0.7100","0.7500","29,400","-0.0399","","5.05","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"848","CPTK","Crown Proptech Acquisitions Cl A","9.870","9.810","9.860","14,983","0.023","","0.23","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"849","CPU.U","Compute Health Acquisition Corp [Cpuh.U]","10.010","9.980","9.990","13,077","-0.020","","0.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"850","CPU.W","Compute Health Acquisition Corp WT","0.9700","0.9400","0.9500","52,953","-0.0203","","2.09","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"851","CPUH","Compute Health Acquisition Corp Cl A","9.780","9.760","9.770","405,345","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"852","CR","Crane Company","104.0","102.8","103.4","267,140","0.6","","0.53","Capital Goods","Metal Fabrications","38.87","2.03","2.19","1.58","3.89","1.86","482.00M","59.65M","6.17B","72.47 - 108.67"
"853","CRC","California Resources Corp","45.53","44.33","44.76","637,134","-0.02","","0.04","","","0.91","0.14","11.11","N/A","N/A","0.2","950.00M","42.77M","1.91B","18.30 - 47.18"
"854","CRD.A","Crawford Co. Cl A","7.760","7.510","7.600","18,664","-0.010","","0.13","Finance","Specialty Insurers","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","7.08 - 11.06"
"855","CRD.B","Crawford Co. Cl B","7.570","7.450","7.540","9,033","0.080","","1.07","Finance","Specialty Insurers","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","6.87 - 10.67"
"856","CRGY","Crescent Energy Company Cl A","16.54","15.42","16.00","386,634","-0.38","","2.32","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"857","CRH","CRH Plc ADR","50.65","50.14","50.41","421,182","0.11","","0.22","Capital Goods","Building Materials","19.75","N/A","1.9","1.94","1.94","0.95","3.80B","834.49M","42.07B","39.10 - 53.99"
"858","CRH.U","Cohn Robbins Holdings Corp WT [Crhc.U]","10.40","10.25","10.36","2,618","0.19","","1.87","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.95 - 12.39"
"859","CRH.W","Cohn Robbins Holdings Corp [Crhc/W]","1.300","0.970","1.190","2,307,423","0.200","","20.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.83 - 2.90"
"860","CRHC","Cohn Robbins Holdings Corp Cl A","10.040","9.870","9.950","5,537,705","0.070","","0.71","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.65 - 11.46"
"861","CRI","Carter's Inc","107.6","104.7","106.5","409,751","0.1","","0.06","Consumer Non-Durables","Apparel","19.18","1.92","5.1","1.51","6.26","1.44","494.84M","47.86M","5.09B","80.50 - 116.92"
"862","CRK","Comstock Resources","8.660","8.190","8.590","2,943,919","0.280","","3.37","Energy","Oil & Gas Production","N/A","N/A","N/A","N/A","N/A","0.34","166.92M","15.48M","132.95M","4.24 - 11.34"
"863","CRL","Charles River Laboratories Intl","365.1","356.5","357.7","250,659","0.7","","0.19","Health Care","Biotechnology: Commercial Physical & Biological Resarch","30.93","2.13","3.8","N/A","5.83","3.11","435.89M","47.62M","17.04B","233.78 - 460.21"
"864","CRM","Salesforce.com Inc","270.4","264.4","266.0","3,474,470","1.7","","0.65","Technology","Computer Software: Prepackaged Software","N/A","2.6","N/A","N/A","8.51","7.66","464.08M","718.67M","191.19B","201.51 - 311.75"
"865","CRS","Carpenter Technology Corp","29.74","28.64","29.58","285,995","1.00","","3.50","Basic Industries","Steel/Iron Ore","50.8","0.91","0.99","1.43","1.96","1.31","213.50M","46.73M","1.38B","26.84 - 49.20"
"866","CRT","Cross Timbers Royalty Trust","11.20","10.85","10.97","38,217","0.00","","0.00","Energy","Oil & Gas Production","14.7985","N/A","1.019","6.93","9.3428","13.44","N/A","6.00M","65.82M","7.41 - 15.50"
"867","CRU","Crucible Acquisition Corp Cl A","9.770","9.740","9.750","20,766","-0.020","","0.20","Transportation","Marine Transportation","N/A","N/A","N/A","7.93","0.58","3.02","15.30M","16.01M","156.08M","5.93 - 18.40"
"868","CRU.U","Crucible Acquisition Corp","10.000","10.000","10.000","1,780","0.020","","0.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.70 - 14.39"
"869","CRU.W","Crucible Acquisition Corp WT","0.8000","0.7700","0.7700","10,795","-0.0400","","4.94","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"870","CRY","Cryolife","19.11","18.36","18.43","117,473","-0.39","","2.07","Health Care","Medical/Dental Instruments","60.61","1.59","0.33","N/A","3.05","3.65","23.56M","33.45M","616.41M","16.95 - 32.34"
"871","CS","Credit Suisse Group ADR","9.600","9.500","9.530","3,636,726","-0.070","","0.73","Finance","Investment Bankers/Brokers/Service","N/A","N/A","N/A","4.41","0.89","1.83","N/A","2.55B","24.33B","9.29 - 14.95"
"872","CSAN","Cosan Sa Spon ADR WI","16.08","15.78","15.79","80,461","0.04","","0.25","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"873","CSL","Carlisle Companies Inc","242.0","239.3","241.1","174,900","1.3","","0.55","Basic Industries","Specialty Chemicals","31.43","1.4","3.54","1.33","2.83","1.84","723.50M","63.14M","15.22B","143.52 - 244.80"
"874","CSLT","Castlight Health Inc","1.530","1.450","1.460","290,738","-0.050","","3.31","","","N/A","N/A","N/A","N/A","2.89","4.74","N/A","131.69M","192.26M","1.18 - 2.71"
"875","CSPR","Casper Sleep Inc","6.500","6.440","6.450","487,020","0.020","","0.31","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3.18 - 12.00"
"876","CSR","Centerspace","107.9","105.0","106.1","58,608","-2.7","","2.47","Consumer Durables","Telecommunications Equipment","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","66.91 - 111.73"
"877","CSR-C","Centerspace Prf","25.99","25.90","25.99","3,056","0.19","","0.74","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.22 - 28.18"
"878","CST.U","Constellation Acquisition Corp [Csta.U]","10.000","9.950","9.970","64,300","-0.030","","0.30","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"879","CST.W","Constellation Acquisition Corp WT","0.7000","0.6800","0.7000","4,600","0.0001","","0.01","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"880","CSTA","Constellation Acquisition Corp I Cl A","9.780","9.750","9.780","350,855","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"881","CSTM","Constellium N.V.","17.70","17.10","17.40","660,903","-0.26","","1.47","","","45.51","0.07","0.27","N/A","N/A","0.2","498.70M","105.35M","1.83B","11.92 - 21.60"
"882","CSU","Capital Senior Living Corp","33.95","32.46","33.54","12,600","-0.72","","2.09","Health Care","Hospital/Nursing Management","N/A","N/A","N/A","N/A","3.98","0.79","77.74M","29.50M","989.44M","0.81 - 58.94"
"883","CSV","Carriage Services","56.82","55.30","56.23","152,015","0.79","","1.42","Consumer Services","Other Consumer Services","21.66","1.22","1.18","1.16","2.31","1.7","72.65M","16.72M","940.17M","28.78 - 58.33"
"884","CTA-A","Du Pont E.I. DE Nemours & Co. [Cta/Pa]","93.59","93.59","93.59","100","-0.03","","0.03","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","85.25 - 97.49"
"885","CTA-B","Du Pont E.I. DE Nemours & Co. [Cta/Pb]","110.9","110.9","110.9","300","0.4","","0.32","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","101.12 - 117.75"
"886","CTBB","Qwest Corp","25.36","25.25","25.25","30,825","-0.11","","0.45","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","39.10M","987.28M","25.10 - 26.00"
"887","CTDD","Qwest Corp 6.75% Notes Due 2057","25.96","25.83","25.87","26,879","0.01","","0.04","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26.40M","682.97M","25.54 - 26.87"
"888","CTK","Cootek Cayman Inc ADR","0.6500","0.6000","0.6200","953,700","0.0099","","1.62","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.52 - 7.20"
"889","CTLT","Catalent Inc","124.9","121.1","122.3","1,254,366","-1.5","","1.19","","","49.45","3.08","0.87","N/A","7.36","2.57","407.50M","125.29M","15.33B","93.52 - 142.64"
"890","CTO","Consolidated-Tomoka Land Company","54.92","54.25","54.81","30,589","0.13","","0.24","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"891","CTO-A","Cto Realty Growth Inc","25.70","25.35","25.70","16,900","0.27","","1.06","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"892","CTO.W","Custom Truck One Source WT [Ctos/W]","2.620","2.510","2.610","7,242","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"893","CTOS","Custom Truck One Source","8.200","7.910","7.940","288,196","-0.170","","2.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"894","CTR","Clearbridge Energy MLP Fund IN","23.76","23.18","23.57","15,405","-0.11","","0.46","Consumer Services","Apparel Stores","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","14.18 - 28.51"
"895","CTRA","Coterra Energy Inc","21.19","20.34","20.91","7,508,241","0.09","","0.43","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1.93 - 14.37"
"896","CTS","Cts Corp","35.64","34.99","35.08","87,670","-0.20","","0.57","Capital Goods","Electrical Products","29.42","2.08","0.91","0.61","2.57","2.12","76.03M","32.93M","1.16B","28.72 - 39.49"
"897","CTT","Catchmark Timber Trust Inc","7.660","7.560","7.630","230,176","0.020","","0.26","","","N/A","N/A","N/A","4.33","1.32","5.47","25.93M","38.82M","296.22M","7.52 - 12.78"
"898","CTV","Innovid Corp","8.450","8.240","8.350","36,085","0.050","","0.60","Technology","Radio And Television Broadcasting And Communications Equipment","N/A","N/A","1.1","N/A","N/A","N/A","N/A","N/A","N/A","13.46 - 26.38"
"899","CTV.W","Innovid Corp. WT","1.330","1.260","1.290","17,430","0.030","","2.38","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"900","CTVA","Corteva Inc","48.61","47.69","47.96","2,199,267","-0.07","","0.15","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","36.54 - 49.98"
"901","CUB-E","Customers Bancorp Inc [Cubi/Pe]","25.29","25.28","25.29","1,795","0.00","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.46 - 26.00"
"902","CUB-F","Customers Bancorp Inc [Cubi/Pf]","25.30","25.15","25.30","601","0.09","","0.34","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.45 - 25.99"
"903","CUBB","Customers Bancorp Inc 5.375%","27.30","27.30","27.30","700","-0.04","","0.15","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.66 - 29.59"
"904","CUBE","Cubesmart","54.52","53.74","54.31","2,250,826","-0.17","","0.31","","","46.32","6.23","0.58","4.19","2.88","8.71","325.07M","180.09M","9.78B","31.44 - 56.64"
"905","CUBI","Customers Bancorp","57.89","56.00","57.61","193,521","0.51","","0.89","","","11.69","N/A","2.44","N/A","1.27","3.05","N/A","30.73M","1.77B","17.32 - 61.48"
"906","CUK","Carnival Plc ADR","17.75","17.15","17.73","1,986,564","0.13","","0.74","Consumer Services","Marine Transportation","18.3","N/A","3.68","2.69","1.99","2.81","5.09B","721.06M","12.78B","15.16 - 27.31"
"907","CULP","Culp Inc","10.150","9.690","9.800","26,241","-0.150","","1.51","","","17.95","N/A","1.75","1.01","N/A","N/A","N/A","12.44M","121.92M","9.89 - 17.88"
"908","CURO","Curo Group Holdings Corp","16.49","15.99","16.27","130,475","-0.17","","1.03","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","7.67 - 20.81"
"909","CURV","Torrid Holdings Inc","11.60","10.78","11.31","1,952,309","0.03","","0.27","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"910","CUZ","Cousins Properties Inc","39.45","38.86","39.38","799,042","0.12","","0.31","Consumer Services","Real Estate Investment Trusts","14.75","N/A","0.62","2.64","1.38","9.44","231.38M","420.02M","16.54B","31.01 - 40.66"
"911","CVA","Covanta Holding Corp","20.26","20.23","20.26","6,694,700","0.02","","0.10","Basic Industries","Electric Utilities: Central","N/A","N/A","N/A","6.56","5.73","1.16","296.00M","129.78M","2.63B","12.23 - 20.25"
"912","CVE","Cenovus Energy Inc","12.48","12.08","12.34","6,244,119","0.06","","0.49","Energy","Oil & Gas Production","3.94","0.45","2.45","1.71","0.71","0.94","1.83B","1.23B","15.16B","5.47 - 13.48"
"913","CVE.W","Cenovus Energy Inc WT","7.650","7.550","7.650","1,628","0.003","","0.04","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","2.65 - 8.60"
"914","CVEO","Civeo Corp","21.56","21.11","21.44","12,504","-0.17","","0.79","","","N/A","N/A","N/A","N/A","0.5","0.7","72.64M","132.25M","2.84B","13.09 - 25.28"
"915","CVI","Cvr Energy Inc","16.26","15.53","16.16","318,278","0.33","","2.08","Energy","Integrated oil Companies","99.64","N/A","0.27","7.42","2.99","0.42","313.00M","86.81M","1.40B","11.22 - 27.02"
"916","CVI.U","Churchill Capital Vii [Cvii.U]","10.02","9.95","10.02","11,243","0.03","","0.30","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"917","CVI.W","Churchill Capital Vii WT [Cvii/W]","1.140","1.110","1.110","10,236","0.010","","0.91","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"918","CVII","Churchill Capital Corp Vii Cl A","9.810","9.790","9.810","46,821","0.020","","0.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"919","CVNA","Carvana Co. Cl A","272.6","263.5","270.8","1,403,488","2.8","","1.04","","","N/A","N/A","N/A","N/A","6.29","0.34","N/A","15.52M","4.20B","219.40 - 376.83"
"920","CVS","CVS Corp","99.13","97.09","98.86","9,146,496","1.55","","1.59","Health Care","Medical/Nursing Services","13.74","1.39","5.02","2.63","2.18","0.41","12.65B","1.02B","100.49B","67.06 - 97.77"
"921","CVX","Chevron Corp","119.2","116.9","118.3","9,066,302","0.2","","0.17","Energy","Integrated oil Companies","36.82","0.57","3.08","3.65","1.54","1.92","19.04B","1.90B","224.26B","83.53 - 119.26"
"922","CW","Curtiss-Wright Corp","134.3","133.1","133.8","152,126","1.1","","0.80","Technology","Industrial Machinery/Components","26.31","2.7","4.41","0.52","3.64","2.35","414.23M","44.15M","5.91B","103.55 - 136.97"
"923","CWAN","Clearwater Analytics Holdings Inc Cl A","21.88","21.00","21.21","358,393","-0.42","","1.94","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"924","CWE.A","Clearway Energy Inc [Cwen.A]","33.26","32.40","32.66","158,434","-0.43","","1.30","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","23.21 - 36.56"
"925","CWEN","Clearway Energy Inc Cl C","36.20","35.15","35.24","512,997","-0.51","","1.43","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.93 - 39.75"
"926","CWH","Camping World Holdings Inc","40.37","38.22","39.43","1,333,071","-0.74","","1.84","Consumer Services","Real Estate Investment Trusts","N/A","1.89","N/A","0.79","6.79","0.31","359.76M","29.33M","1.16B","25.69 - 49.20"
"927","CWK","Cushman & Wakefield Plc","21.30","20.61","21.30","2,231,862","0.98","","4.82","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","13.89 - 20.67"
"928","CWT","California Water Service Group Holding","68.08","67.36","67.69","185,296","0.38","","0.56","Public Utilities","Water Supply","35.87","3.31","1.2","1.67","3.09","3.25","183.94M","48.08M","3.25B","51.00 - 68.40"
"929","CX","Cemex S.A.B. DE C.V. ADR","6.050","5.980","6.030","5,174,582","0.050","","0.84","Capital Goods","Building Materials","10.66","7.81","0.77","N/A","1.29","0.84","2.82B","1.50B","9.04B","4.96 - 9.09"
"930","CXE","Colonial High Income Muni Trust","5.020","4.970","4.980","103,444","0.010","","0.20","Finance","Closed-End Fund - Debt","N/A","N/A","0.11","N/A","N/A","N/A","N/A","N/A","N/A","4.84 - 5.53"
"931","CXH","Colonial Investment Grade Muni Trust","10.020","9.960","9.980","10,438","0.030","","0.30","Finance","Closed-End Fund - Debt","N/A","N/A","0.04","N/A","N/A","N/A","N/A","N/A","N/A","9.52 - 10.74"
"932","CXM","Sprinklr Inc Cl A","16.39","14.64","15.03","3,138,599","1.52","","11.25","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"933","CXP","Columbia Property Trust Inc","19.29","19.25","19.28","4,070,200","0.02","","0.10","Building Cement - Concrete - Aggregate","","18.82","N/A","1.14","3.82","1.01","6.75","171.48M","121.21M","2.34B","13.22 - 19.49"
"934","CXW","Corecivic Inc","9.870","9.590","9.640","449,955","-0.160","","1.63","Consumer Services","Diversified Commercial Services","13.88","1.36","1.8","6.73","2","1.61","452.80M","118.24M","1.14B","5.92 - 12.35"
"935","CYD","China Yuchai International","11.86","11.55","11.75","23,352","-0.11","","0.93","Energy","Industrial Machinery/Components","8.95","N/A","2.57","3.84","0.81","0.41","252.29M","40.71M","478.37M","11.55 - 19.59"
"936","CYH","Community Health Systems","12.75","12.13","12.72","957,634","0.53","","4.35","Health Care","Hospital/Nursing Management","N/A","N/A","N/A","N/A","0.5","0.04","1.78B","111.94M","1.42B","7.01 - 17.04"
"937","CZO.W","Cazoo Group Ltd WT [Czoo.W]","1.240","1.190","1.220","16,615","-0.040","","3.17","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
